flight_id,flight_number,origin_airport_code,dest_airport_code,aircraft_code,flight_date
41073,VA873,AMD,BOM,AC07,2025-03-06
41074,VA106,DOH,JFK,AC08,2026-02-18
41075,VA959,CMB,KUL,AC01,2025-02-13
41076,VA949,BOM,PNQ,AC02,2025-06-20
41077,VA941,FRA,HYD,AC05,2025-10-17
41078,VA439,BKK,SFO,AC01,2025-03-04
41079,VA790,HKG,LHR,AC09,2026-01-14
41080,VA818,SFO,BOM,AC04,2025-09-22
41081,VA858,MAA,KTM,AC08,2025-03-11
41082,VA755,GOI,JFK,AC03,2025-06-04
41083,VA836,CDG,AMD,AC01,2026-02-17
41084,VA804,BKK,FRA,AC04,2025-02-28
41085,VA256,BLR,DEL,AC10,2026-03-27
41086,VA199,HYD,CMB,AC04,2025-04-15
41087,VA125,HYD,BKK,AC09,2025-08-16
41088,VA224,DOH,BOM,AC05,2025-07-27
41089,VA939,BKK,CCU,AC04,2026-03-07
41090,VA941,KTM,PNQ,AC10,2025-12-15
41091,VA731,KUL,JFK,AC02,2025-08-10
41092,VA122,MAA,CDG,AC03,2025-03-14
41093,VA346,HKG,JFK,AC03,2025-09-19
41094,VA659,HKG,SFO,AC04,2025-09-01
41095,VA396,BKK,AMD,AC02,2025-10-29
41096,VA783,BKK,AUH,AC05,2025-07-20
41097,VA919,DOH,SFO,AC02,2025-08-26
41098,VA128,SIN,MAA,AC05,2025-08-23
41099,VA498,HYD,LHR,AC01,2025-10-25
41100,VA760,AMD,BOM,AC10,2025-08-16
41101,VA242,BOM,AUH,AC08,2026-03-28
41102,VA383,HKG,KUL,AC01,2025-03-23
41103,VA976,AUH,CMB,AC09,2025-04-18
41104,VA637,AUH,SFO,AC07,2025-09-20
41105,VA771,BLR,CCU,AC03,2025-06-30
41106,VA676,CDG,HKG,AC06,2025-08-24
41107,VA385,SFO,MAA,AC05,2025-07-21
41108,VA595,BLR,CDG,AC07,2025-08-30
41109,VA284,FRA,JFK,AC10,2025-12-29
41110,VA638,CMB,JFK,AC05,2025-03-08
41111,VA702,SFO,DXB,AC10,2025-06-28
41112,VA949,LHR,FRA,AC07,2025-02-04
41113,VA972,BOM,DEL,AC03,2025-04-29
41114,VA208,HYD,JFK,AC08,2025-12-14
41115,VA878,BKK,DXB,AC04,2026-01-31
41116,VA207,HKG,GOI,AC03,2026-01-08
41117,VA165,DOH,SIN,AC01,2025-11-10
41118,VA138,PNQ,HYD,AC02,2025-08-15
41119,VA746,AUH,FRA,AC01,2025-03-31
41120,VA815,DXB,HYD,AC08,2025-07-13
41121,VA687,MAA,CDG,AC09,2025-04-13
41122,VA602,COK,PNQ,AC08,2025-12-14
41123,VA306,AMD,GOI,AC03,2025-08-11
41124,VA188,CMB,COK,AC10,2025-01-13
41125,VA198,CDG,JFK,AC04,2025-01-18
41126,VA468,MAA,DEL,AC07,2025-10-18
41127,VA448,KTM,BLR,AC03,2025-12-16
41128,VA640,HKG,CDG,AC08,2025-04-08
41129,VA947,COK,LHR,AC08,2025-09-14
41130,VA672,AUH,FRA,AC03,2026-02-15
41131,VA537,BLR,KUL,AC07,2026-03-24
41132,VA180,BLR,LHR,AC03,2026-02-05
41133,VA203,CMB,AMD,AC02,2025-09-13
41134,VA715,GOI,BOM,AC09,2025-06-19
41135,VA941,DEL,GOI,AC05,2026-03-01
41136,VA820,PNQ,DOH,AC06,2025-02-04
41137,VA176,CCU,AMD,AC09,2025-10-22
41138,VA725,GOI,CMB,AC09,2025-06-09
41139,VA158,DOH,FRA,AC09,2025-12-24
41140,VA582,HYD,LHR,AC05,2025-12-01
41141,VA446,DEL,BOM,AC07,2025-05-14
41142,VA883,COK,DXB,AC01,2025-03-13
41143,VA936,COK,KTM,AC06,2026-01-23
41144,VA341,JFK,BOM,AC08,2025-02-07
41145,VA819,LHR,FRA,AC01,2025-06-27
41146,VA712,BLR,SIN,AC10,2025-02-11
41147,VA232,KTM,BKK,AC05,2026-01-06
41148,VA136,BOM,HYD,AC08,2025-09-17
41149,VA458,GOI,CDG,AC07,2025-09-02
41150,VA121,AMD,GOI,AC01,2025-01-14
41151,VA722,COK,KTM,AC07,2025-12-16
41152,VA118,JFK,HKG,AC09,2025-09-04
41153,VA884,BOM,DOH,AC07,2025-12-23
41154,VA818,MAA,SIN,AC07,2025-10-09
41155,VA548,MAA,HYD,AC02,2025-11-12
41156,VA451,AUH,COK,AC07,2025-01-30
41157,VA702,GOI,BLR,AC01,2025-04-27
41158,VA870,SIN,HKG,AC09,2025-10-18
41159,VA994,BOM,DEL,AC04,2026-02-21
41160,VA158,BOM,BLR,AC03,2025-08-13
41161,VA144,CCU,AMD,AC06,2025-06-29
41162,VA350,FRA,CDG,AC05,2025-03-08
41163,VA590,FRA,DOH,AC02,2025-12-03
41164,VA656,BLR,PNQ,AC04,2025-09-11
41165,VA932,SFO,HKG,AC06,2026-03-16
41166,VA830,GOI,KUL,AC05,2025-07-07
41167,VA989,KTM,AMD,AC04,2025-09-27
41168,VA814,PNQ,DXB,AC09,2025-09-15
41169,VA454,HYD,BOM,AC07,2025-12-28
41170,VA386,FRA,BKK,AC02,2025-04-15
41171,VA336,MAA,CMB,AC05,2026-01-15
41172,VA225,KTM,COK,AC06,2026-01-07
41173,VA340,MAA,BOM,AC08,2025-11-29
41174,VA121,KUL,HYD,AC08,2026-03-05
41175,VA384,BOM,PNQ,AC10,2025-07-16
41176,VA161,AMD,BLR,AC05,2026-03-14
41177,VA607,FRA,DOH,AC01,2026-03-18
41178,VA145,DOH,KUL,AC04,2025-04-16
41179,VA775,DOH,CCU,AC07,2025-09-30
41180,VA412,BOM,JFK,AC01,2025-10-05
41181,VA723,AUH,DEL,AC06,2026-03-01
41182,VA321,PNQ,LHR,AC01,2025-06-24
41183,VA544,HKG,FRA,AC07,2026-02-05
41184,VA926,HKG,BOM,AC02,2025-10-11
41185,VA794,DOH,HKG,AC05,2026-03-16
41186,VA534,KTM,KUL,AC10,2026-01-04
41187,VA366,LHR,CMB,AC03,2025-07-15
41188,VA343,KUL,HKG,AC03,2025-01-08
41189,VA380,PNQ,JFK,AC02,2025-05-08
41190,VA445,KTM,AMD,AC10,2025-07-22
41191,VA380,BOM,FRA,AC06,2025-05-18
41192,VA901,JFK,PNQ,AC10,2025-01-07
41193,VA682,HYD,AMD,AC06,2026-03-05
41194,VA554,PNQ,CCU,AC08,2025-01-09
41195,VA577,KUL,DEL,AC01,2025-07-03
41196,VA964,BKK,CDG,AC09,2025-04-22
41197,VA693,SIN,BOM,AC02,2025-05-22
41198,VA421,FRA,KTM,AC02,2025-08-14
41199,VA884,CCU,PNQ,AC05,2025-05-13
41200,VA332,BKK,MAA,AC03,2025-03-17
41201,VA150,FRA,CDG,AC04,2025-02-28
41202,VA288,CDG,BOM,AC09,2026-03-17
41203,VA424,KUL,LHR,AC01,2025-10-11
41204,VA162,SFO,GOI,AC05,2025-05-12
41205,VA965,DEL,JFK,AC06,2025-10-04
41206,VA714,SFO,BOM,AC04,2025-06-29
41207,VA619,HYD,BLR,AC08,2025-02-27
41208,VA342,CMB,BLR,AC04,2025-06-16
41209,VA949,LHR,AUH,AC07,2025-02-06
41210,VA996,CDG,SIN,AC05,2025-03-15
41211,VA721,DEL,DXB,AC06,2025-06-21
41212,VA483,SIN,CDG,AC08,2025-05-31
41213,VA264,FRA,DEL,AC06,2025-01-23
41214,VA705,AMD,MAA,AC01,2025-02-24
41215,VA927,FRA,COK,AC06,2025-09-19
41216,VA620,SFO,HKG,AC10,2025-12-31
41217,VA487,AUH,COK,AC10,2025-01-17
41218,VA253,JFK,HKG,AC07,2026-01-26
41219,VA179,CDG,BLR,AC04,2025-10-17
41220,VA745,CMB,LHR,AC09,2026-01-11
41221,VA850,SIN,KTM,AC02,2026-03-10
41222,VA721,CMB,BOM,AC08,2025-12-04
41223,VA424,CMB,KUL,AC05,2025-04-10
41224,VA349,LHR,AMD,AC06,2025-05-05
41225,VA566,AUH,GOI,AC06,2026-01-19
41226,VA346,HYD,SFO,AC08,2026-01-11
41227,VA181,SIN,AUH,AC06,2025-10-14
41228,VA470,CMB,BLR,AC08,2025-11-06
41229,VA905,GOI,KUL,AC07,2025-04-28
41230,VA650,LHR,MAA,AC04,2026-02-02
41231,VA698,SIN,JFK,AC03,2025-11-07
41232,VA449,PNQ,AMD,AC06,2025-03-02
41233,VA531,BLR,SIN,AC09,2025-03-17
41234,VA747,LHR,BKK,AC04,2025-04-03
41235,VA270,KUL,DEL,AC02,2025-08-03
41236,VA828,PNQ,KTM,AC08,2026-01-16
41237,VA990,HYD,MAA,AC01,2026-03-03
41238,VA806,SIN,DEL,AC03,2025-02-07
41239,VA987,MAA,CMB,AC09,2025-07-18
41240,VA230,SIN,AUH,AC07,2025-12-23
41241,VA829,KTM,GOI,AC05,2025-03-02
41242,VA723,DXB,LHR,AC10,2025-02-25
41243,VA175,HKG,BOM,AC06,2025-08-18
41244,VA560,SIN,CDG,AC07,2025-05-29
41245,VA237,BKK,SFO,AC03,2026-01-06
41246,VA185,LHR,CMB,AC03,2025-01-04
41247,VA790,LHR,AUH,AC08,2025-07-14
41248,VA280,DXB,KUL,AC09,2026-01-05
41249,VA891,LHR,PNQ,AC02,2025-04-29
41250,VA449,AMD,BKK,AC01,2025-10-16
41251,VA620,CMB,LHR,AC07,2025-05-27
41252,VA426,DXB,DOH,AC03,2025-03-15
41253,VA848,BOM,HKG,AC04,2025-08-09
41254,VA688,CMB,PNQ,AC10,2025-06-10
41255,VA391,HYD,AUH,AC03,2025-03-02
41256,VA598,AMD,PNQ,AC08,2025-04-25
41257,VA365,CCU,AMD,AC10,2026-01-21
41258,VA782,HYD,GOI,AC05,2025-03-14
41259,VA665,HYD,COK,AC09,2026-01-22
41260,VA712,CCU,DEL,AC01,2025-10-04
41261,VA106,KTM,COK,AC08,2026-03-03
41262,VA308,DEL,AUH,AC05,2025-10-20
41263,VA555,SIN,HKG,AC09,2025-03-06
41264,VA212,KUL,AMD,AC02,2025-08-16
41265,VA369,SIN,BKK,AC02,2026-03-19
41266,VA849,MAA,PNQ,AC02,2025-07-01
41267,VA912,BLR,HKG,AC04,2026-01-08
41268,VA260,BLR,DXB,AC09,2025-06-21
41269,VA745,PNQ,KUL,AC09,2025-12-11
41270,VA804,BLR,SFO,AC06,2025-01-20
41271,VA822,SIN,HYD,AC09,2025-06-12
41272,VA776,COK,KTM,AC01,2025-11-21
41273,VA351,CDG,DEL,AC03,2025-10-28
41274,VA789,DOH,GOI,AC04,2025-05-16
41275,VA596,BKK,MAA,AC03,2026-01-11
41276,VA234,BKK,AMD,AC04,2025-11-22
41277,VA977,BLR,CMB,AC04,2025-01-02
41278,VA602,SIN,BLR,AC09,2025-11-09
41279,VA282,COK,SFO,AC01,2025-08-03
41280,VA728,SFO,PNQ,AC07,2025-11-20
41281,VA753,LHR,GOI,AC06,2025-09-05
41282,VA284,CMB,JFK,AC05,2026-03-07
41283,VA784,GOI,AMD,AC08,2025-09-08
41284,VA712,CDG,DOH,AC06,2025-10-06
41285,VA198,BKK,AMD,AC04,2025-02-27
41286,VA557,AMD,SIN,AC06,2025-05-07
41287,VA218,JFK,SIN,AC03,2025-08-26
41288,VA216,DXB,JFK,AC06,2025-12-23
41289,VA231,DOH,SFO,AC08,2026-03-07
41290,VA521,BKK,FRA,AC04,2025-01-15
41291,VA619,AMD,PNQ,AC04,2026-03-12
41292,VA675,SIN,BOM,AC06,2025-05-14
41293,VA521,JFK,DXB,AC07,2026-02-19
41294,VA508,KUL,SIN,AC05,2025-01-28
41295,VA845,PNQ,BKK,AC04,2025-06-23
41296,VA415,CDG,BOM,AC08,2025-07-29
41297,VA996,GOI,LHR,AC03,2025-10-02
41298,VA212,COK,CDG,AC10,2025-11-09
41299,VA719,DXB,MAA,AC09,2025-01-11
41300,VA921,HKG,DEL,AC07,2025-02-16
41301,VA461,SFO,DXB,AC09,2025-02-02
41302,VA631,CDG,BOM,AC04,2025-07-05
41303,VA260,KTM,COK,AC09,2025-07-22
41304,VA397,SFO,GOI,AC03,2025-07-11
41305,VA320,DXB,SIN,AC09,2026-01-11
41306,VA136,GOI,DEL,AC01,2026-01-22
41307,VA613,CMB,HYD,AC07,2026-02-10
41308,VA260,BKK,BOM,AC05,2025-06-04
41309,VA746,DEL,GOI,AC04,2025-01-18
41310,VA226,PNQ,HKG,AC07,2025-12-02
41311,VA937,DOH,MAA,AC05,2026-03-18
41312,VA839,BLR,CMB,AC07,2025-01-11
41313,VA950,DEL,HKG,AC09,2025-11-06
41314,VA853,MAA,HYD,AC10,2026-02-10
41315,VA951,DOH,COK,AC10,2026-03-16
41316,VA535,AMD,DXB,AC09,2026-01-16
41317,VA380,DEL,AMD,AC08,2025-04-14
41318,VA771,HYD,PNQ,AC10,2025-08-30
41319,VA539,DOH,AMD,AC02,2025-04-24
41320,VA385,SIN,KTM,AC08,2025-05-26
41321,VA618,SFO,KTM,AC04,2025-07-15
41322,VA845,DEL,BKK,AC07,2025-07-10
41323,VA210,KTM,SFO,AC08,2025-04-25
41324,VA506,LHR,DEL,AC04,2025-08-17
41325,VA676,AUH,BKK,AC02,2025-11-26
41326,VA247,AMD,DXB,AC02,2025-02-18
41327,VA312,KTM,CCU,AC08,2025-10-31
41328,VA244,GOI,BLR,AC07,2025-11-12
41329,VA840,BKK,CMB,AC10,2026-01-25
41330,VA885,GOI,BOM,AC08,2025-05-10
41331,VA858,SIN,AMD,AC06,2026-03-04
41332,VA429,MAA,BOM,AC10,2025-11-03
41333,VA374,SIN,DEL,AC04,2026-01-22
41334,VA658,KTM,BKK,AC08,2025-06-10
41335,VA429,CDG,GOI,AC08,2025-12-29
41336,VA668,BKK,CMB,AC02,2025-02-23
41337,VA179,SIN,SFO,AC07,2025-03-07
41338,VA632,DEL,CCU,AC02,2025-03-27
41339,VA990,COK,KUL,AC02,2025-01-20
41340,VA274,SIN,BKK,AC09,2025-09-07
41341,VA995,MAA,HKG,AC09,2025-08-03
41342,VA403,DOH,DEL,AC02,2025-08-11
41343,VA792,AMD,HKG,AC05,2025-09-25
41344,VA480,DXB,FRA,AC10,2025-11-29
41345,VA397,CCU,MAA,AC09,2025-12-17
41346,VA831,COK,FRA,AC06,2025-09-23
41347,VA583,FRA,PNQ,AC08,2025-04-18
41348,VA837,DXB,HKG,AC03,2025-03-26
41349,VA949,CMB,SFO,AC08,2025-01-06
41350,VA283,DXB,SIN,AC03,2025-08-29
41351,VA419,BLR,DEL,AC04,2025-04-13
41352,VA650,SFO,HYD,AC08,2025-06-19
41353,VA739,HYD,BOM,AC08,2025-11-01
41354,VA458,CCU,BLR,AC09,2026-03-29
41355,VA743,GOI,AUH,AC01,2025-04-09
41356,VA940,PNQ,AMD,AC07,2025-10-27
41357,VA476,HKG,AMD,AC10,2026-01-28
41358,VA674,DOH,PNQ,AC09,2025-11-25
41359,VA179,JFK,COK,AC10,2025-03-20
41360,VA321,HYD,HKG,AC05,2025-04-02
41361,VA204,PNQ,LHR,AC03,2026-02-13
41362,VA760,CMB,LHR,AC07,2025-06-19
41363,VA383,LHR,FRA,AC10,2025-12-09
41364,VA272,BKK,COK,AC01,2026-02-06
41365,VA193,GOI,COK,AC10,2025-03-17
41366,VA586,MAA,CCU,AC01,2025-06-15
41367,VA240,BLR,BOM,AC09,2026-02-18
41368,VA780,KUL,SIN,AC08,2025-06-17
41369,VA878,AMD,CMB,AC02,2025-05-04
41370,VA486,KTM,DOH,AC07,2025-12-28
41371,VA419,BKK,AUH,AC09,2025-06-12
41372,VA719,CMB,BLR,AC04,2025-03-27
41373,VA828,CDG,PNQ,AC03,2026-03-07
41374,VA552,SIN,KTM,AC08,2025-12-22
41375,VA223,PNQ,JFK,AC09,2025-08-11
41376,VA282,CDG,AUH,AC01,2026-03-20
41377,VA889,AUH,KUL,AC06,2026-01-08
41378,VA731,SIN,COK,AC09,2026-03-25
41379,VA483,COK,DOH,AC03,2026-01-18
41380,VA552,DEL,COK,AC06,2025-09-27
41381,VA700,COK,DEL,AC05,2025-06-18
41382,VA359,HYD,AUH,AC09,2025-01-07
41383,VA134,FRA,PNQ,AC05,2025-11-25
41384,VA144,BKK,DOH,AC05,2025-05-21
41385,VA685,CDG,BOM,AC01,2026-03-18
41386,VA722,SFO,BKK,AC08,2025-09-09
41387,VA867,CCU,BKK,AC09,2026-02-18
41388,VA478,HYD,BOM,AC01,2025-11-10
41389,VA822,SFO,MAA,AC03,2026-03-22
41390,VA529,MAA,BLR,AC02,2025-01-29
41391,VA827,KUL,CDG,AC01,2025-06-10
41392,VA384,HYD,KTM,AC04,2025-12-02
41393,VA117,FRA,HKG,AC06,2026-03-05
41394,VA826,JFK,DXB,AC03,2025-10-28
41395,VA628,HKG,AUH,AC01,2025-12-07
41396,VA957,DOH,SIN,AC01,2025-02-03
41397,VA251,COK,CMB,AC05,2025-02-12
41398,VA145,CCU,KUL,AC05,2025-11-08
41399,VA617,COK,SFO,AC07,2025-03-30
41400,VA962,CDG,HKG,AC01,2025-06-09
41401,VA459,PNQ,KTM,AC02,2025-06-24
41402,VA956,KUL,LHR,AC02,2025-10-17
41403,VA219,KUL,BLR,AC02,2025-04-04
41404,VA290,HKG,BLR,AC06,2025-10-30
41405,VA885,CDG,DEL,AC03,2026-02-08
41406,VA753,DEL,COK,AC06,2025-08-24
41407,VA352,BLR,HKG,AC05,2026-03-05
41408,VA985,JFK,CDG,AC04,2026-01-18
41409,VA417,HKG,MAA,AC01,2025-07-14
41410,VA282,SFO,AMD,AC05,2025-03-13
41411,VA523,LHR,DXB,AC04,2026-03-04
41412,VA304,COK,PNQ,AC03,2025-06-01
41413,VA550,PNQ,SFO,AC05,2025-02-17
41414,VA692,BKK,AUH,AC06,2025-06-28
41415,VA560,CDG,CMB,AC03,2025-01-19
41416,VA259,LHR,DOH,AC09,2025-10-19
41417,VA544,COK,SFO,AC06,2025-11-27
41418,VA312,JFK,AMD,AC06,2025-12-25
41419,VA949,CMB,KTM,AC05,2025-02-16
41420,VA364,CMB,COK,AC04,2025-08-28
41421,VA218,PNQ,BOM,AC09,2025-12-04
41422,VA586,CDG,CCU,AC03,2025-08-28
41423,VA481,LHR,DXB,AC10,2025-07-13
41424,VA134,JFK,LHR,AC06,2025-12-26
41425,VA467,HYD,CDG,AC01,2025-03-23
41426,VA442,SIN,BKK,AC06,2025-11-28
41427,VA466,HYD,CCU,AC05,2025-03-25
41428,VA290,KUL,KTM,AC01,2025-08-13
41429,VA707,FRA,KUL,AC10,2025-12-22
41430,VA508,SIN,HKG,AC08,2026-03-04
41431,VA840,GOI,PNQ,AC06,2025-11-04
41432,VA794,DXB,BKK,AC07,2025-06-03
41433,VA881,BOM,GOI,AC09,2025-02-25
41434,VA691,SIN,PNQ,AC07,2025-10-31
41435,VA624,DEL,CCU,AC03,2025-06-03
41436,VA636,FRA,SFO,AC04,2025-10-18
41437,VA441,MAA,JFK,AC01,2025-02-16
41438,VA920,AMD,MAA,AC06,2025-08-23
41439,VA571,DOH,CCU,AC01,2025-12-04
41440,VA276,MAA,COK,AC05,2025-06-07
41441,VA341,BLR,CCU,AC04,2025-08-12
41442,VA350,BLR,HKG,AC03,2025-12-17
41443,VA105,KTM,AUH,AC08,2025-03-23
41444,VA582,AUH,HYD,AC09,2025-12-18
41445,VA317,DOH,SFO,AC08,2025-12-09
41446,VA823,DOH,KUL,AC04,2026-01-26
41447,VA231,HYD,DOH,AC06,2026-01-26
41448,VA891,MAA,DOH,AC06,2025-05-25
41449,VA993,JFK,HKG,AC07,2025-11-02
41450,VA173,DOH,KTM,AC06,2025-09-08
41451,VA700,JFK,HKG,AC01,2025-04-24
41452,VA886,FRA,CCU,AC04,2025-07-08
41453,VA613,AUH,DXB,AC01,2025-11-09
41454,VA179,FRA,DOH,AC04,2025-03-12
41455,VA145,BKK,COK,AC04,2025-06-04
41456,VA447,SIN,BLR,AC07,2025-12-01
41457,VA254,CCU,SIN,AC05,2025-06-09
41458,VA940,DOH,JFK,AC08,2025-01-18
41459,VA283,PNQ,SIN,AC03,2025-07-23
41460,VA954,JFK,CMB,AC02,2025-08-27
41461,VA802,BLR,AUH,AC02,2025-12-02
41462,VA264,DOH,DEL,AC06,2025-03-07
41463,VA493,LHR,CMB,AC08,2025-01-06
41464,VA786,BKK,CDG,AC07,2025-08-05
41465,VA535,BOM,AMD,AC05,2026-01-15
41466,VA718,CDG,HYD,AC08,2025-09-15
41467,VA829,AUH,BKK,AC06,2026-03-09
41468,VA214,KTM,AUH,AC03,2025-08-06
41469,VA991,KTM,DOH,AC02,2025-03-18
41470,VA824,DEL,DXB,AC10,2025-05-13
41471,VA932,COK,CMB,AC10,2026-01-08
41472,VA149,KUL,SIN,AC08,2025-05-25
41473,VA988,BOM,HYD,AC08,2025-08-24
41474,VA713,AUH,BOM,AC06,2025-05-10
41475,VA791,SIN,DXB,AC05,2026-01-28
41476,VA373,DEL,KTM,AC03,2025-05-31
41477,VA117,AUH,SIN,AC08,2025-06-16
41478,VA136,AMD,CDG,AC10,2025-02-27
41479,VA137,AUH,HKG,AC09,2026-01-14
41480,VA279,DOH,GOI,AC02,2025-10-01
41481,VA844,HYD,MAA,AC03,2025-11-21
41482,VA381,BKK,SIN,AC06,2025-08-23
41483,VA349,SFO,FRA,AC09,2025-10-19
41484,VA178,KUL,BOM,AC06,2025-07-10
41485,VA723,BOM,MAA,AC02,2025-07-15
41486,VA180,CMB,HKG,AC06,2025-11-23
41487,VA532,HKG,AMD,AC07,2025-01-12
41488,VA363,CCU,HKG,AC02,2026-03-05
41489,VA912,SIN,HYD,AC04,2025-10-20
41490,VA730,PNQ,AMD,AC09,2025-10-04
41491,VA918,GOI,SFO,AC01,2025-07-11
41492,VA320,LHR,BKK,AC07,2025-05-21
41493,VA896,HKG,SFO,AC03,2025-05-22
41494,VA146,CMB,JFK,AC10,2025-07-24
41495,VA391,CCU,JFK,AC05,2025-01-03
41496,VA119,SIN,COK,AC07,2025-12-03
41497,VA373,MAA,PNQ,AC08,2025-11-03
41498,VA199,CDG,DXB,AC04,2025-04-26
41499,VA432,DEL,SFO,AC04,2025-02-02
41500,VA845,FRA,AMD,AC10,2026-02-28
41501,VA530,KUL,LHR,AC10,2025-06-18
41502,VA587,KTM,DOH,AC09,2025-01-07
41503,VA942,DXB,AUH,AC08,2025-03-19
41504,VA610,KUL,HKG,AC04,2025-09-30
41505,VA789,SFO,CCU,AC07,2025-05-11
41506,VA776,DOH,BOM,AC10,2025-02-10
41507,VA674,CDG,BKK,AC06,2025-02-12
41508,VA642,COK,HKG,AC06,2025-06-05
41509,VA562,AMD,DXB,AC08,2025-01-16
41510,VA698,MAA,FRA,AC03,2025-11-16
41511,VA541,AUH,LHR,AC07,2026-01-27
41512,VA669,DEL,AMD,AC08,2025-05-01
41513,VA234,DOH,KTM,AC07,2025-11-07
41514,VA323,HYD,DOH,AC04,2025-02-26
41515,VA282,LHR,AMD,AC03,2026-01-28
41516,VA663,HKG,DOH,AC07,2025-06-30
41517,VA713,COK,SIN,AC05,2025-06-13
41518,VA208,AUH,CDG,AC06,2025-09-15
41519,VA330,KTM,DOH,AC07,2025-09-11
41520,VA945,KUL,AMD,AC08,2025-03-22
41521,VA395,CCU,DOH,AC01,2025-09-30
41522,VA771,DXB,KUL,AC03,2025-12-16
41523,VA694,HYD,DOH,AC07,2025-08-03
41524,VA751,SIN,COK,AC01,2025-11-13
41525,VA724,GOI,MAA,AC10,2025-09-15
41526,VA684,BLR,FRA,AC07,2025-01-12
41527,VA355,DXB,FRA,AC03,2025-10-19
41528,VA800,CDG,BKK,AC02,2025-07-09
41529,VA715,DEL,HKG,AC07,2025-10-10
41530,VA970,CMB,COK,AC03,2025-08-23
41531,VA995,AUH,HKG,AC04,2025-03-31
41532,VA304,BKK,SFO,AC06,2025-03-09
41533,VA131,AMD,BLR,AC04,2025-10-23
41534,VA800,KUL,GOI,AC10,2025-08-16
41535,VA572,GOI,CCU,AC09,2025-11-25
41536,VA957,HYD,FRA,AC06,2026-03-23
41537,VA573,CCU,GOI,AC02,2025-01-04
41538,VA798,HKG,BOM,AC07,2026-03-20
41539,VA982,CMB,BKK,AC07,2025-02-06
41540,VA833,SIN,PNQ,AC09,2025-03-03
41541,VA762,SFO,FRA,AC09,2026-01-01
41542,VA592,DEL,KUL,AC01,2025-05-30
41543,VA887,DOH,HKG,AC01,2025-07-06
41544,VA623,DOH,SFO,AC08,2025-08-08
41545,VA967,HYD,MAA,AC05,2026-01-24
41546,VA839,LHR,HYD,AC03,2025-07-07
41547,VA447,SIN,JFK,AC03,2025-05-05
41548,VA370,BKK,COK,AC02,2025-06-18
41549,VA175,CDG,SFO,AC08,2025-12-30
41550,VA875,BKK,GOI,AC05,2025-06-25
41551,VA555,AMD,SFO,AC06,2026-02-08
41552,VA364,KUL,SFO,AC10,2025-05-21
41553,VA879,FRA,BOM,AC03,2025-03-17
41554,VA126,CMB,AMD,AC04,2026-03-27
41555,VA471,AUH,LHR,AC05,2025-06-07
41556,VA681,SFO,CCU,AC05,2025-09-01
41557,VA789,SFO,KUL,AC05,2025-03-21
41558,VA231,HKG,SFO,AC03,2025-11-08
41559,VA363,AMD,DOH,AC04,2025-01-15
41560,VA410,COK,LHR,AC03,2025-10-27
41561,VA472,DEL,PNQ,AC09,2026-01-17
41562,VA588,CMB,DOH,AC10,2025-03-29
41563,VA259,AUH,CDG,AC10,2026-03-13
41564,VA635,CMB,DXB,AC06,2025-07-13
41565,VA273,BKK,CDG,AC09,2025-09-04
41566,VA488,CCU,BKK,AC01,2025-12-09
41567,VA330,BLR,DXB,AC05,2025-04-16
41568,VA384,GOI,MAA,AC10,2026-02-03
41569,VA765,HKG,HYD,AC04,2025-07-02
41570,VA683,BKK,KUL,AC01,2026-03-07
41571,VA333,HKG,CMB,AC04,2025-07-06
41572,VA508,JFK,BOM,AC02,2025-06-18
41573,VA377,CMB,BLR,AC09,2025-10-01
41574,VA993,HKG,KTM,AC02,2026-02-13
41575,VA680,BOM,KUL,AC09,2025-05-07
41576,VA916,GOI,PNQ,AC03,2025-12-20
41577,VA333,CDG,GOI,AC08,2025-04-01
41578,VA372,BOM,FRA,AC09,2025-05-23
41579,VA294,BLR,HKG,AC02,2025-03-09
41580,VA162,CMB,AMD,AC04,2025-04-27
41581,VA879,GOI,LHR,AC10,2025-09-02
41582,VA649,KUL,HYD,AC01,2025-06-13
41583,VA301,CDG,BLR,AC08,2025-03-01
41584,VA587,KUL,BLR,AC04,2025-02-21
41585,VA320,KTM,LHR,AC10,2025-09-07
41586,VA109,AMD,LHR,AC10,2025-08-09
41587,VA553,HYD,HKG,AC04,2025-10-29
41588,VA873,CDG,FRA,AC08,2025-01-01
41589,VA715,PNQ,SIN,AC05,2025-09-10
41590,VA436,CDG,CCU,AC09,2025-09-05
41591,VA760,CMB,AMD,AC05,2025-05-16
41592,VA449,KTM,GOI,AC05,2025-12-14
41593,VA416,KTM,CMB,AC08,2025-02-27
41594,VA106,CCU,BKK,AC06,2025-09-18
41595,VA283,BKK,CCU,AC02,2026-01-25
41596,VA411,SIN,JFK,AC02,2026-03-18
41597,VA753,KUL,DXB,AC09,2026-02-26
41598,VA897,CCU,COK,AC02,2026-01-26
41599,VA414,GOI,COK,AC09,2025-06-06
41600,VA583,DXB,CMB,AC02,2025-12-17
41601,VA315,AMD,FRA,AC10,2025-12-11
41602,VA260,MAA,DXB,AC04,2026-01-28
41603,VA972,DOH,CCU,AC03,2025-11-09
41604,VA433,JFK,CCU,AC09,2025-08-31
41605,VA907,CDG,FRA,AC07,2026-02-04
41606,VA334,HKG,PNQ,AC05,2025-08-30
41607,VA248,AMD,AUH,AC05,2025-06-20
41608,VA949,HKG,AUH,AC06,2025-08-19
