booking_id,passenger_id,flight_id,booking_date,travel_date,fare_class,fare_amount,tax_amount,booking_status,miles_earned
9020638,700123,40348,2025-01-01,2025-01-31,Economy,7669.0,1370.28,Confirmed,1533
9020639,700428,40968,2024-12-02,2025-01-11,Economy,6156.0,1188.72,Confirmed,1231
9020640,700797,41067,2025-07-07,2025-08-28,Economy,8161.0,1429.32,Confirmed,1632
9020641,700020,40110,2025-01-07,2025-03-05,First,153018.0,18812.16,Confirmed,30603
9020642,700254,41776,2025-11-22,2025-12-23,Economy,6532.0,1233.84,Confirmed,1306
9020643,701034,40129,2026-02-07,2026-03-03,Economy,4753.0,1020.36,Confirmed,950
9020644,700107,40701,2025-05-04,2025-05-25,First,117432.0,14541.84,Confirmed,23486
9020645,700737,40457,2025-10-15,2025-11-07,Premium Economy,17006.0,2490.72,Confirmed,3401
9020646,700036,40226,2026-03-02,2026-03-09,Economy,6857.0,1272.84,Cancelled,1371
9020647,700099,41104,2025-09-09,2025-09-20,Economy,4682.0,1011.84,Confirmed,936
9020648,700149,40668,2025-07-19,2025-07-27,Economy,6401.0,1218.12,Confirmed,1280
9020649,700009,40193,2025-06-07,2025-07-05,Economy,6719.0,1256.28,Confirmed,1343
9020650,701342,41608,2025-06-29,2025-08-19,Economy,9017.0,1532.04,NoShow,1803
9020651,700917,41348,2025-03-12,2025-03-26,Premium Economy,13948.0,2123.76,Confirmed,2789
9020652,700412,40878,2025-07-15,2025-08-03,Economy,6163.0,1189.56,Confirmed,1232
9020653,700029,40563,2026-02-01,2026-03-22,Economy,9600.0,1602.0,Confirmed,1920
9020654,701304,41815,2025-06-06,2025-07-15,Economy,5396.0,1097.52,Confirmed,1079
9020655,700215,40629,2025-11-10,2025-12-04,Premium Economy,12156.0,1908.72,NoShow,2431
9020656,701315,40312,2025-10-20,2025-12-11,Economy,6986.0,1288.32,Confirmed,1397
9020657,700556,41939,2025-01-31,2025-02-26,Economy,8289.0,1444.68,Cancelled,1657
9020658,700065,40704,2026-02-14,2026-03-19,Economy,5848.0,1151.76,Confirmed,1169
9020659,701380,40990,2025-02-10,2025-02-17,Economy,5689.0,1132.68,Confirmed,1137
9020660,700127,40176,2025-01-23,2025-03-09,Premium Economy,14066.0,2137.92,Confirmed,2813
9020661,701485,41893,2025-12-03,2026-01-29,Economy,5895.0,1157.4,Confirmed,1179
9020662,700058,40160,2024-12-28,2025-01-12,Economy,5342.0,1091.04,Confirmed,1068
9020663,700623,41591,2025-04-13,2025-05-16,Economy,4677.0,1011.24,Confirmed,935
9020664,700066,40021,2025-02-06,2025-04-03,Economy,4393.0,977.16,Confirmed,878
9020665,700142,40157,2025-11-12,2025-11-29,Economy,5310.0,1087.2,Confirmed,1062
9020666,700055,40932,2025-10-02,2025-11-17,Economy,10526.0,1713.12,Confirmed,2105
9020667,700878,40195,2025-03-08,2025-03-20,Economy,5368.0,1094.16,Confirmed,1073
9020668,700111,40899,2024-12-31,2025-02-14,Economy,8477.0,1467.24,Confirmed,1695
9020669,700214,41979,2025-08-06,2025-09-10,Business,37159.0,4909.08,Confirmed,7431
9020670,701438,40919,2024-12-25,2025-02-17,Economy,5981.0,1167.72,Cancelled,1196
9020671,701490,40657,2025-11-12,2026-01-07,Economy,6692.0,1253.04,Confirmed,1338
9020672,700013,41178,2025-04-01,2025-04-16,Economy,4397.0,977.64,Cancelled,879
9020673,700527,40800,2025-03-08,2025-03-10,Economy,7445.0,1343.4,Confirmed,1489
9020674,700095,40239,2026-03-07,2026-03-18,Economy,5936.0,1162.32,Confirmed,1187
9020675,700123,40277,2025-01-19,2025-02-01,Economy,5946.0,1163.52,Confirmed,1189
9020676,700140,40330,2025-03-22,2025-05-07,Business,39924.0,5240.88,Confirmed,7984
9020677,700126,41247,2025-05-19,2025-07-14,Business,57194.0,7313.28,Confirmed,11438
9020678,700096,41313,2025-09-20,2025-11-06,Economy,6077.0,1179.24,Confirmed,1215
9020679,700645,40132,2026-01-16,2026-02-20,Economy,5235.0,1078.2,Confirmed,1047
9020680,700147,41927,2025-11-19,2025-12-27,Economy,5540.0,1114.8,Confirmed,1108
9020681,700006,41460,2025-08-07,2025-08-27,Economy,5983.0,1167.96,Confirmed,1196
9020682,700769,40263,2025-03-15,2025-05-06,Economy,4463.0,985.56,Cancelled,892
9020683,700521,40613,2025-10-30,2025-11-25,Economy,7413.0,1339.56,Confirmed,1482
9020684,700140,41775,2025-04-06,2025-06-01,Economy,5344.0,1091.28,NoShow,1068
9020685,700033,40260,2025-09-21,2025-10-19,Economy,6689.0,1252.68,Confirmed,1337
9020686,700022,40342,2025-01-11,2025-02-21,Premium Economy,15221.0,2276.52,Confirmed,3044
9020687,700002,40661,2025-11-09,2026-01-03,Economy,5001.0,1050.12,Confirmed,1000
9020688,700970,41153,2025-12-05,2025-12-23,Economy,7143.0,1307.16,Confirmed,1428
9020689,700989,41952,2026-01-14,2026-03-14,Economy,4769.0,1022.28,Confirmed,953
9020690,700146,41806,2025-05-16,2025-06-19,Business,70653.0,8928.36,Confirmed,14130
9020691,700077,40405,2025-04-30,2025-05-14,Premium Economy,10805.0,1746.6,Confirmed,2161
9020692,700098,40487,2024-12-28,2025-01-31,Economy,6201.0,1194.12,Confirmed,1240
9020693,700394,41553,2025-01-30,2025-03-17,Economy,8999.0,1529.88,Cancelled,1799
9020694,700260,41274,2025-04-22,2025-05-16,Economy,5675.0,1131.0,Confirmed,1135
9020695,700610,41483,2025-09-17,2025-10-19,Economy,5699.0,1133.88,Confirmed,1139
9020696,700048,40607,2025-03-08,2025-05-06,Economy,4451.0,984.12,Confirmed,890
9020697,700049,40367,2025-12-12,2026-01-27,Premium Economy,11582.0,1839.84,Confirmed,2316
9020698,700058,40438,2025-07-14,2025-08-25,Premium Economy,12635.0,1966.2,Confirmed,2527
9020699,701319,40666,2025-11-24,2026-01-10,Economy,7819.0,1388.28,Confirmed,1563
9020700,700539,40634,2025-08-17,2025-10-10,Economy,4987.0,1048.44,Confirmed,997
9020701,700014,41862,2025-11-28,2025-12-09,Premium Economy,11552.0,1836.24,Confirmed,2310
9020702,700540,40209,2026-02-12,2026-03-24,Economy,11691.0,1852.92,Confirmed,2338
9020703,700256,40559,2025-03-24,2025-04-30,Economy,5744.0,1139.28,Confirmed,1148
9020704,700664,40296,2025-11-06,2025-12-06,Economy,5525.0,1113.0,Confirmed,1105
9020705,701214,41801,2025-07-04,2025-09-02,Premium Economy,14363.0,2173.56,Confirmed,2872
9020706,700073,41284,2025-08-17,2025-10-06,Economy,5692.0,1133.04,Confirmed,1138
9020707,700225,40600,2025-11-19,2025-12-23,Economy,8327.0,1449.24,Confirmed,1665
9020708,700960,41555,2025-04-26,2025-06-07,Economy,8497.0,1469.64,Confirmed,1699
9020709,700047,41853,2025-12-24,2026-01-14,Economy,5690.0,1132.8,Confirmed,1138
9020710,700010,41004,2025-08-02,2025-09-01,Business,46644.0,6047.28,Confirmed,9328
9020711,700089,41939,2025-02-09,2025-02-26,Economy,5143.0,1067.16,Confirmed,1028
9020712,701495,41179,2025-09-06,2025-09-30,Economy,5148.0,1067.76,Confirmed,1029
9020713,700011,41062,2025-03-29,2025-05-09,Economy,4038.0,934.56,Confirmed,807
9020714,700104,40453,2025-11-25,2025-12-30,Economy,7300.0,1326.0,Confirmed,1460
9020715,700053,40400,2026-01-29,2026-02-07,Economy,7543.0,1355.16,Confirmed,1508
9020716,701216,40823,2025-02-21,2025-03-26,Economy,5599.0,1121.88,Confirmed,1119
9020717,701215,40397,2024-12-27,2025-01-13,Economy,8332.0,1449.84,Confirmed,1666
9020718,700109,40473,2025-03-04,2025-03-30,First,122484.0,15148.08,Confirmed,24496
9020719,700003,40185,2025-04-30,2025-06-22,Economy,4289.0,964.68,Confirmed,857
9020720,700123,40720,2025-10-30,2025-12-09,Economy,8935.0,1522.2,Confirmed,1787
9020721,700003,41061,2026-01-18,2026-02-16,Economy,6532.0,1233.84,Confirmed,1306
9020722,700325,41310,2025-11-02,2025-12-02,Premium Economy,12849.0,1991.88,Confirmed,2569
9020723,700333,40654,2025-03-05,2025-03-07,Economy,5651.0,1128.12,Confirmed,1130
9020724,701009,41147,2025-12-09,2026-01-06,Economy,6327.0,1209.24,Cancelled,1265
9020725,700144,40082,2025-05-20,2025-05-28,Economy,5603.0,1122.36,Confirmed,1120
9020726,700200,40696,2025-12-06,2026-01-20,Economy,6401.0,1218.12,Confirmed,1280
9020727,700279,40651,2025-10-10,2025-11-08,Business,38908.0,5118.96,Confirmed,7781
9020728,701322,41248,2025-12-23,2026-01-05,First,112900.0,13998.0,Confirmed,22580
9020729,700060,41794,2025-12-19,2026-02-06,Premium Economy,12734.0,1978.08,Confirmed,2546
9020730,700149,41817,2025-12-11,2025-12-29,Premium Economy,18345.0,2651.4,Confirmed,3669
9020731,700507,41595,2026-01-15,2026-01-25,Economy,8910.0,1519.2,Confirmed,1782
9020732,700051,40832,2025-12-10,2026-01-20,Economy,7792.0,1385.04,Confirmed,1558
9020733,701169,41594,2025-08-23,2025-09-18,Economy,5374.0,1094.88,Confirmed,1074
9020734,700685,41916,2025-12-02,2025-12-22,Economy,13052.0,2016.24,Confirmed,2610
9020735,700022,41634,2026-02-09,2026-02-17,Economy,4742.0,1019.04,Confirmed,948
9020736,700119,40939,2024-11-20,2025-01-12,First,145494.0,17909.28,Cancelled,29098
9020737,700034,40342,2025-01-08,2025-02-21,Economy,6565.0,1237.8,Confirmed,1313
9020738,700549,41484,2025-06-30,2025-07-10,Economy,8247.0,1439.64,Confirmed,1649
9020739,701326,41443,2025-02-17,2025-03-23,Premium Economy,14166.0,2149.92,NoShow,2833
9020740,700138,41502,2024-11-13,2025-01-07,Business,49238.0,6358.56,Confirmed,9847
9020741,700047,41177,2026-02-19,2026-03-18,Economy,5442.0,1103.04,Confirmed,1088
9020742,700246,40611,2025-10-03,2025-11-20,Economy,4883.0,1035.96,Confirmed,976
9020743,701137,40953,2025-08-30,2025-10-28,Economy,5884.0,1156.08,Confirmed,1176
9020744,700662,40234,2025-10-09,2025-10-29,Economy,16400.0,2418.0,Confirmed,3280
9020745,700055,41677,2025-06-17,2025-08-03,First,121359.0,15013.08,Confirmed,24271
9020746,700143,41973,2025-03-20,2025-04-07,Economy,5274.0,1082.88,Confirmed,1054
9020747,700534,41439,2025-11-18,2025-12-04,Economy,7345.0,1331.4,Confirmed,1469
9020748,701073,40878,2025-07-18,2025-08-03,Economy,9204.0,1554.48,Confirmed,1840
9020749,700070,40785,2025-06-15,2025-06-28,Economy,8617.0,1484.04,Confirmed,1723
9020750,701412,40916,2024-12-23,2025-02-20,Business,32412.0,4339.44,Confirmed,6482
9020751,700056,41643,2025-07-02,2025-08-27,Economy,5455.0,1104.6,Cancelled,1091
9020752,700076,40551,2025-06-12,2025-07-13,Economy,9257.0,1560.84,Confirmed,1851
9020753,700073,40744,2025-09-28,2025-10-01,Economy,10183.0,1671.96,Confirmed,2036
9020754,700412,41227,2025-08-21,2025-10-14,Premium Economy,19125.0,2745.0,Confirmed,3825
9020755,700474,41186,2025-11-15,2026-01-04,Economy,6142.0,1187.04,Confirmed,1228
9020756,700318,40347,2025-07-25,2025-08-16,Economy,5455.0,1104.6,Confirmed,1091
9020757,700017,41324,2025-08-09,2025-08-17,Economy,7325.0,1329.0,Confirmed,1465
9020758,701121,41838,2025-01-07,2025-01-22,Premium Economy,12640.0,1966.8,Confirmed,2528
9020759,701493,41551,2026-01-08,2026-02-08,Business,65605.0,8322.6,Confirmed,13121
9020760,700025,40494,2025-11-09,2025-12-07,Economy,7766.0,1381.92,Confirmed,1553
9020761,700934,40188,2025-04-30,2025-05-17,Premium Economy,9806.0,1626.72,Confirmed,1961
9020762,700120,41347,2025-04-01,2025-04-18,Business,40838.0,5350.56,Confirmed,8167
9020763,700053,41298,2025-09-18,2025-11-09,Economy,7615.0,1363.8,Confirmed,1523
9020764,700031,41768,2025-09-27,2025-10-03,Economy,4950.0,1044.0,Confirmed,990
9020765,701438,41010,2025-07-14,2025-07-26,Business,43736.0,5698.32,Confirmed,8747
9020766,700788,41917,2025-04-18,2025-05-20,Premium Economy,11736.0,1858.32,Confirmed,2347
9020767,700838,40855,2025-06-11,2025-07-07,Economy,9866.0,1633.92,Confirmed,1973
9020768,700329,40821,2025-10-05,2025-11-06,Economy,4502.0,990.24,Confirmed,900
9020769,700062,41000,2025-04-19,2025-05-23,Economy,7018.0,1292.16,Cancelled,1403
9020770,700935,41459,2025-06-29,2025-07-23,Economy,5397.0,1097.64,Confirmed,1079
9020771,701248,41841,2025-06-19,2025-07-21,Economy,5463.0,1105.56,Confirmed,1092
9020772,700824,40152,2026-01-26,2026-03-21,Business,32471.0,4346.52,Confirmed,6494
9020773,701001,40000,2025-07-10,2025-07-30,Premium Economy,11469.0,1826.28,Confirmed,2293
9020774,700928,41959,2026-03-18,2026-03-19,Business,39994.0,5249.28,Confirmed,7998
9020775,701437,41289,2026-02-13,2026-03-07,Economy,5997.0,1169.64,Confirmed,1199
9020776,700744,40628,2025-03-21,2025-05-08,Economy,6165.0,1189.8,Confirmed,1233
9020777,701193,41851,2024-12-03,2025-01-15,Business,54347.0,6971.64,Confirmed,10869
9020778,701098,41708,2025-07-22,2025-08-22,Business,38070.0,5018.4,Confirmed,7614
9020779,701015,41376,2026-02-10,2026-03-20,Economy,5999.0,1169.88,Cancelled,1199
9020780,700093,40508,2025-12-03,2026-01-24,First,132831.0,16389.72,Confirmed,26566
9020781,700065,41139,2025-12-08,2025-12-24,Economy,6525.0,1233.0,Confirmed,1305
9020782,700146,41875,2025-02-13,2025-02-27,Economy,6358.0,1212.96,Confirmed,1271
9020783,700775,40404,2025-02-28,2025-04-08,Economy,8042.0,1415.04,Confirmed,1608
9020784,700149,41757,2026-02-06,2026-03-13,Economy,4710.0,1015.2,Confirmed,942
9020785,701054,41500,2026-01-17,2026-02-28,Economy,5820.0,1148.4,Confirmed,1164
9020786,700992,41609,2026-01-18,2026-01-26,Economy,7408.0,1338.96,Confirmed,1481
9020787,700090,41194,2025-01-02,2025-01-09,Economy,6778.0,1263.36,Cancelled,1355
9020788,700093,40388,2025-11-20,2025-11-23,Economy,5767.0,1142.04,Confirmed,1153
9020789,700579,40354,2026-02-26,2026-03-16,Business,37270.0,4922.4,Confirmed,7454
9020790,700079,40727,2025-09-25,2025-10-07,Economy,6795.0,1265.4,Confirmed,1359
9020791,701023,40827,2025-03-07,2025-04-19,Business,33458.0,4464.96,Confirmed,6691
9020792,700122,41419,2025-02-15,2025-02-16,Economy,7369.0,1334.28,Confirmed,1473
9020793,700069,40416,2025-06-10,2025-08-03,Economy,5138.0,1066.56,Confirmed,1027
9020794,700613,41492,2025-03-22,2025-05-21,Economy,8371.0,1454.52,Confirmed,1674
9020795,700381,41741,2025-02-12,2025-03-28,Economy,4467.0,986.04,Confirmed,893
9020796,700110,40647,2025-04-22,2025-05-21,Economy,6358.0,1212.96,Confirmed,1271
9020797,700814,41573,2025-08-04,2025-10-01,Economy,6495.0,1229.4,Cancelled,1299
9020798,700377,41653,2025-01-07,2025-02-21,Economy,6805.0,1266.6,Confirmed,1361
9020799,701118,41050,2025-01-02,2025-01-08,Premium Economy,12235.0,1918.2,Confirmed,2447
9020800,700267,40114,2025-01-21,2025-02-09,Business,53653.0,6888.36,Confirmed,10730
9020801,701449,40880,2025-06-21,2025-07-19,First,114588.0,14200.56,Confirmed,22917
9020802,700087,41034,2025-05-10,2025-06-04,Premium Economy,13358.0,2052.96,Confirmed,2671
9020803,701257,40147,2026-01-20,2026-02-18,Economy,5114.0,1063.68,Confirmed,1022
9020804,701389,40531,2026-01-16,2026-02-02,Economy,6024.0,1172.88,Confirmed,1204
9020805,700012,41975,2025-04-19,2025-06-01,Economy,7306.0,1326.72,Confirmed,1461
9020806,701337,40375,2026-03-14,2026-03-28,Premium Economy,10727.0,1737.24,Confirmed,2145
9020807,700140,41390,2024-12-03,2025-01-29,Economy,3875.0,915.0,Confirmed,775
9020808,700103,41240,2025-11-27,2025-12-23,Economy,4536.0,994.32,Confirmed,907
9020809,700246,41054,2025-12-10,2026-02-07,Premium Economy,12688.0,1972.56,Confirmed,2537
9020810,700646,41999,2025-05-22,2025-06-30,Premium Economy,14500.0,2190.0,Confirmed,2900
9020811,700952,41348,2025-02-27,2025-03-26,Economy,6762.0,1261.44,Confirmed,1352
9020812,700013,41164,2025-08-15,2025-09-11,Premium Economy,17744.0,2579.28,Confirmed,3548
9020813,700141,40415,2025-07-20,2025-09-13,Premium Economy,12157.0,1908.84,Confirmed,2431
9020814,700198,40866,2025-11-08,2025-12-26,Economy,5984.0,1168.08,Confirmed,1196
9020815,700048,41855,2025-06-24,2025-08-23,Economy,7537.0,1354.44,Confirmed,1507
9020816,700591,40962,2025-10-07,2025-10-15,Economy,5516.0,1111.92,Confirmed,1103
9020817,700424,41419,2025-01-07,2025-02-16,Economy,7013.0,1291.56,Confirmed,1402
9020818,700126,40608,2025-09-03,2025-09-08,Premium Economy,15793.0,2345.16,Confirmed,3158
9020819,700759,40385,2025-06-10,2025-07-11,Economy,6390.0,1216.8,Confirmed,1278
9020820,701130,40366,2025-05-12,2025-05-29,Premium Economy,16969.0,2486.28,Confirmed,3393
9020821,700103,41724,2025-07-20,2025-08-28,Economy,8056.0,1416.72,Confirmed,1611
9020822,700096,40242,2025-02-22,2025-02-26,Economy,6131.0,1185.72,Confirmed,1226
9020823,701142,40634,2025-09-10,2025-10-10,Business,41592.0,5441.04,Confirmed,8318
9020824,700554,41797,2025-07-08,2025-08-27,Premium Economy,12112.0,1903.44,Confirmed,2422
9020825,700443,40810,2025-07-06,2025-08-29,Economy,5067.0,1058.04,Confirmed,1013
9020826,700369,41230,2025-12-21,2026-02-02,Economy,9491.0,1588.92,Confirmed,1898
9020827,700093,41302,2025-06-29,2025-07-05,Economy,5441.0,1102.92,Confirmed,1088
9020828,700086,41026,2025-09-06,2025-11-01,Premium Economy,13877.0,2115.24,Confirmed,2775
9020829,701108,40616,2025-11-09,2025-11-27,Economy,6941.0,1282.92,Confirmed,1388
9020830,700068,41497,2025-09-05,2025-11-03,Economy,8295.0,1445.4,Confirmed,1659
9020831,700765,41627,2025-09-18,2025-10-13,Economy,4359.0,973.08,Confirmed,871
9020832,700017,41813,2025-05-02,2025-06-19,Business,50514.0,6511.68,Confirmed,10102
9020833,700118,40333,2025-10-01,2025-11-17,Economy,6574.0,1238.88,Confirmed,1314
9020834,700336,41175,2025-05-20,2025-07-16,Economy,6652.0,1248.24,Confirmed,1330
9020835,700694,41883,2025-06-22,2025-07-14,Economy,6156.0,1188.72,Confirmed,1231
9020836,700087,41223,2025-02-13,2025-04-10,Premium Economy,12032.0,1893.84,Confirmed,2406
9020837,701071,41073,2025-02-16,2025-03-06,Premium Economy,14709.0,2215.08,Confirmed,2941
9020838,700027,41596,2026-02-16,2026-03-18,Economy,6000.0,1170.0,Confirmed,1200
9020839,700019,40132,2026-02-11,2026-02-20,Economy,8262.0,1441.44,Confirmed,1652
9020840,700677,41385,2026-01-24,2026-03-18,Premium Economy,11662.0,1849.44,Confirmed,2332
9020841,700065,41423,2025-06-29,2025-07-13,Economy,7313.0,1327.56,Confirmed,1462
9020842,700439,40041,2025-10-23,2025-12-07,Economy,5853.0,1152.36,Confirmed,1170
9020843,700732,41020,2025-08-27,2025-09-15,Economy,6485.0,1228.2,Confirmed,1297
9020844,700616,41406,2025-07-03,2025-08-24,Economy,5791.0,1144.92,Confirmed,1158
9020845,700190,41493,2025-04-26,2025-05-22,Premium Economy,13975.0,2127.0,Confirmed,2795
9020846,701073,41723,2025-04-07,2025-06-01,Business,38137.0,5026.44,Confirmed,7627
9020847,700714,40724,2025-06-06,2025-07-16,Economy,10458.0,1704.96,Confirmed,2091
9020848,700872,41654,2026-01-24,2026-02-04,Economy,5800.0,1146.0,NoShow,1160
9020849,700492,41160,2025-08-08,2025-08-13,Premium Economy,13274.0,2042.88,Confirmed,2654
9020850,700030,41408,2025-12-30,2026-01-18,First,112835.0,13990.2,Confirmed,22567
9020851,700267,40772,2025-05-25,2025-06-07,Economy,6139.0,1186.68,Confirmed,1227
9020852,701032,40285,2025-07-22,2025-08-20,Economy,9942.0,1643.04,Confirmed,1988
9020853,700116,40103,2025-02-03,2025-03-26,Economy,6613.0,1243.56,NoShow,1322
9020854,700095,41773,2025-02-11,2025-03-28,Economy,6883.0,1275.96,Cancelled,1376
9020855,701474,41342,2025-06-30,2025-08-11,Economy,4179.0,951.48,Cancelled,835
9020856,700671,41654,2026-01-30,2026-02-04,Economy,4827.0,1029.24,Confirmed,965
9020857,701331,40954,2025-05-06,2025-06-30,Economy,7605.0,1362.6,Confirmed,1521
9020858,700133,40459,2025-12-05,2025-12-10,Economy,5936.0,1162.32,Confirmed,1187
9020859,700109,40248,2026-02-21,2026-03-22,Business,37172.0,4910.64,Confirmed,7434
9020860,700220,40893,2025-07-26,2025-07-31,Premium Economy,11061.0,1777.32,Confirmed,2212
9020861,700916,40730,2025-12-16,2025-12-31,Economy,5971.0,1166.52,Confirmed,1194
9020862,700001,41706,2025-11-23,2025-12-02,Economy,17052.0,2496.24,Confirmed,3410
9020863,700858,41376,2026-03-11,2026-03-20,Business,44781.0,5823.72,Confirmed,8956
9020864,700122,41196,2025-03-20,2025-04-22,Premium Economy,12196.0,1913.52,Cancelled,2439
9020865,700117,41701,2025-01-31,2025-03-15,Economy,4472.0,986.64,Confirmed,894
9020866,700160,41049,2025-08-26,2025-09-07,Economy,8411.0,1459.32,Confirmed,1682
9020867,700154,40845,2025-03-19,2025-03-20,Economy,8003.0,1410.36,Confirmed,1600
9020868,700045,40649,2025-10-15,2025-10-29,Economy,7225.0,1317.0,Cancelled,1445
9020869,700612,41691,2025-02-22,2025-04-11,Economy,4875.0,1035.0,Confirmed,975
9020870,701185,40474,2024-12-03,2025-01-07,Economy,6950.0,1284.0,Confirmed,1390
9020871,700534,40238,2025-08-27,2025-09-06,Economy,5803.0,1146.36,Confirmed,1160
9020872,700057,41347,2025-04-10,2025-04-18,Business,50314.0,6487.68,Confirmed,10062
9020873,700594,41037,2026-03-11,2026-03-15,Economy,6086.0,1180.32,Confirmed,1217
9020874,701305,40669,2025-12-13,2026-01-01,Business,32488.0,4348.56,Confirmed,6497
9020875,701433,40236,2025-06-21,2025-08-14,Economy,6180.0,1191.6,Confirmed,1236
9020876,701310,40588,2025-03-25,2025-05-21,Economy,4749.0,1019.88,Confirmed,949
9020877,700042,41040,2025-06-30,2025-07-13,Economy,5962.0,1165.44,Confirmed,1192
9020878,700447,40446,2025-07-14,2025-09-10,Premium Economy,12495.0,1949.4,Cancelled,2499
9020879,700060,40665,2025-10-05,2025-10-11,Economy,5746.0,1139.52,Confirmed,1149
9020880,700084,40143,2024-12-14,2025-02-11,Premium Economy,12430.0,1941.6,Cancelled,2486
9020881,700950,40016,2025-10-01,2025-10-18,Premium Economy,21354.0,3012.48,Confirmed,4270
9020882,700436,41757,2026-02-27,2026-03-13,Economy,4661.0,1009.32,Confirmed,932
9020883,700061,40727,2025-09-02,2025-10-07,Economy,4478.0,987.36,Confirmed,895
9020884,701276,40427,2025-11-19,2025-12-04,Premium Economy,15384.0,2296.08,Confirmed,3076
9020885,701339,41613,2026-02-02,2026-03-03,Economy,4575.0,999.0,Confirmed,915
9020886,701157,40690,2025-12-07,2026-01-18,Economy,6336.0,1210.32,Confirmed,1267
9020887,701243,40965,2025-12-21,2026-02-15,Premium Economy,15305.0,2286.6,Confirmed,3061
9020888,700063,40441,2025-02-23,2025-04-02,Premium Economy,11323.0,1808.76,Confirmed,2264
9020889,700175,40568,2025-01-10,2025-02-24,Economy,5980.0,1167.6,Cancelled,1196
9020890,700558,41918,2025-09-27,2025-11-25,Economy,6849.0,1271.88,Confirmed,1369
9020891,700123,41661,2025-03-07,2025-04-12,Economy,7077.0,1299.24,Confirmed,1415
9020892,700008,41972,2025-09-03,2025-10-22,Premium Economy,16210.0,2395.2,Confirmed,3242
9020893,701331,41890,2025-12-26,2026-01-06,Premium Economy,11474.0,1826.88,Confirmed,2294
9020894,700112,41732,2025-02-17,2025-03-13,Economy,8618.0,1484.16,Confirmed,1723
9020895,700388,40983,2025-01-15,2025-02-08,Economy,5344.0,1091.28,Confirmed,1068
9020896,701130,40799,2025-02-23,2025-04-15,Economy,6702.0,1254.24,NoShow,1340
9020897,700077,40707,2025-03-06,2025-04-07,Economy,8917.0,1520.04,Confirmed,1783
9020898,700715,40436,2025-01-10,2025-02-02,Economy,5223.0,1076.76,Confirmed,1044
9020899,700845,41385,2026-01-22,2026-03-18,Premium Economy,15654.0,2328.48,Confirmed,3130
9020900,700052,41840,2025-08-25,2025-09-27,Economy,5082.0,1059.84,Confirmed,1016
9020901,700138,41116,2025-11-27,2026-01-08,Economy,5229.0,1077.48,Confirmed,1045
9020902,700695,40074,2026-01-16,2026-03-04,Economy,5819.0,1148.28,Confirmed,1163
9020903,701093,41708,2025-08-05,2025-08-22,Economy,5800.0,1146.0,Confirmed,1160
9020904,700694,40867,2025-06-29,2025-08-21,Economy,7662.0,1369.44,Confirmed,1532
9020905,700021,41752,2026-02-17,2026-03-22,First,155603.0,19122.36,Confirmed,31120
9020906,700096,41745,2025-11-20,2025-11-23,Economy,7285.0,1324.2,Confirmed,1457
9020907,700054,40478,2025-12-31,2026-02-10,Economy,7121.0,1304.52,Confirmed,1424
9020908,700607,41656,2025-03-05,2025-04-14,Economy,9255.0,1560.6,Confirmed,1851
9020909,700100,41471,2025-12-16,2026-01-08,Economy,7306.0,1326.72,Confirmed,1461
9020910,701084,40451,2025-06-24,2025-07-15,Economy,6570.0,1238.4,Confirmed,1314
9020911,700137,40097,2025-03-05,2025-03-28,Economy,6228.0,1197.36,Confirmed,1245
9020912,700256,41054,2026-01-20,2026-02-07,First,182358.0,22332.96,Confirmed,36471
9020913,700872,40777,2025-07-10,2025-08-07,Economy,4503.0,990.36,Cancelled,900
9020914,700178,40209,2026-02-04,2026-03-24,Economy,10784.0,1744.08,Confirmed,2156
9020915,700050,41656,2025-02-19,2025-04-14,Economy,5818.0,1148.16,Confirmed,1163
9020916,700019,40448,2025-06-05,2025-07-29,Economy,7090.0,1300.8,Confirmed,1418
9020917,700373,41526,2024-11-19,2025-01-12,Economy,5184.0,1072.08,Confirmed,1036
9020918,700549,41514,2025-01-29,2025-02-26,Economy,7898.0,1397.76,Confirmed,1579
9020919,700026,41341,2025-07-30,2025-08-03,Economy,7130.0,1305.6,Confirmed,1426
9020920,700725,40840,2025-12-24,2026-01-29,Economy,5777.0,1143.24,Confirmed,1155
9020921,700100,40014,2025-09-29,2025-11-16,Economy,5460.0,1105.2,NoShow,1092
9020922,701415,41574,2026-01-23,2026-02-13,Economy,7204.0,1314.48,Confirmed,1440
9020923,700097,41450,2025-08-25,2025-09-08,Premium Economy,15221.0,2276.52,Confirmed,3044
9020924,701113,41809,2025-10-25,2025-10-28,Economy,8961.0,1525.32,Confirmed,1792
9020925,700048,41393,2026-02-25,2026-03-05,Economy,6052.0,1176.24,Confirmed,1210
9020926,700037,41564,2025-06-14,2025-07-13,Business,34603.0,4602.36,Confirmed,6920
9020927,700036,41505,2025-03-22,2025-05-11,Economy,5392.0,1097.04,Confirmed,1078
9020928,700629,40339,2025-09-28,2025-11-13,Economy,9267.0,1562.04,Confirmed,1853
9020929,700104,41425,2025-01-22,2025-03-23,Economy,4979.0,1047.48,Confirmed,995
9020930,700280,40928,2025-02-14,2025-02-24,Economy,4893.0,1037.16,Confirmed,978
9020931,701431,40088,2024-12-25,2025-01-06,Economy,12394.0,1937.28,Confirmed,2478
9020932,700102,41442,2025-11-09,2025-12-17,Economy,4932.0,1041.84,Cancelled,986
